0.00020313262939453125,0.41196203231811523,0.5041377544403076,0.6594634056091309,0.47181177139282227,2.832880973815918,0.7279088497161865,0.671088457107544,0.5862681865692139,0.6663904190063477,0.9668982028961182,0.7750799655914307,1.136629581451416,0.6369345188140869,0.5958476066589355,0.7846493721008301,0.6848554611206055,0.7857201099395752,0.7527189254760742,0.7531607151031494,0.7659168243408203,0.6935954093933105,0.6765787601470947,0.646564245223999,0.5945796966552734,0.6931107044219971,0.5928442478179932,0.6317727565765381,0.5710182189941406
9.250640869140625e-05,0.3999021053314209,0.5848162174224854,0.6336421966552734,0.29431796073913574,0.8397233486175537,0.5129010677337646,3.0291874408721924,0.4610903263092041,1.9009788036346436,0.5830707550048828,0.7630720138549805,0.5773272514343262,0.9091479778289795,0.623680830001831,0.955406904220581,0.6331520080566406,2.552034854888916,0.6817796230316162,0.818408727645874,0.6715540885925293,0.7275190353393555,0.7624073028564453,3.085548162460327,0.9876182079315186,0.6318819522857666,0.8984622955322266,0.7240469455718994,0.7537615299224854,3.006293773651123,0.771174430847168,0.7807111740112305,0.8061470985412598,0.7009947299957275,0.7605986595153809,0.7287158966064453,0.6988034248352051,0.6251063346862793,0.7742559909820557,0.6934940814971924,0.8011224269866943,0.7436599731445312
0.00017642974853515625,0.4429202079772949,0.6187920570373535,0.5240421295166016,0.5550370216369629,0.42008042335510254,0.9074475765228271,0.5709221363067627,2.972169876098633,0.5752432346343994,1.033165693283081,0.43851447105407715,1.389087200164795,0.6245918273925781,1.0231986045837402,0.6534113883972168,0.7084426879882812,0.6167018413543701,2.6451218128204346,0.671621561050415,0.7392177581787109,0.6909909248352051,0.6237373352050781,0.7820949554443359,0.6363527774810791
9.393692016601562e-05,0.442119836807251,0.7383558750152588,0.6279520988464355,0.4493885040283203,0.8645861148834229,0.612189531326294,3.192835569381714,0.4564993381500244,0.8498687744140625,0.6265921592712402,0.7532665729522705,0.5043735504150391,0.8683428764343262,2.8587260246276855,0.7824287414550781,1.2179632186889648,0.8954362869262695,0.6879367828369141,0.7423317432403564,0.6115553379058838,0.690903902053833,0.5239191055297852,0.6830871105194092,0.6670980453491211,0.6571567058563232
